"Subject_ID","Trait_4","Trait_5","Trait_6","Trait_7","Trait_8","Trait_9","Trait_10","Trait_11","Trait_12","Trait_13","Trait_14","Trait_15","Trait_16","Trait_17","Trait_18","Trait_19","Trait_20","Trait_21","Trait_22","Trait_23","Trait_24","Trait_27","Trait_28","Trait_29","Trait_30","Trait_31","Trait_33","Trait_34","Trait_35","Trait_36","Trait_37","Trait_40","Trait_44","Trait_45","Trait_46","Trait_47","Trait_50","Trait_53","Trait_54","Trait_55","Trait_56","Trait_73","Trait_79","Trait_80","Trait_81","Trait_82","Trait_83","Trait_84","Trait_85","Trait_86","Trait_88","Trait_89","Trait_90","Trait_91","Trait_92","Trait_93","Trait_94","Trait_95","Trait_96","Trait_97","Trait_98","Trait_99","Trait_100","Trait_101","Trait_102","Trait_103","Trait_104","Trait_105","Trait_106","Trait_107","Trait_108","Trait_109","Trait_110","Trait_111","Trait_112","Trait_113","Trait_114","Trait_115","Trait_116","Trait_117","Trait_118","Trait_119","Trait_120","Trait_121","Trait_122","Trait_123","Trait_124","Trait_125","Trait_126","Trait_127","Trait_128","Trait_135","Trait_138","Trait_139","Trait_140","Trait_143","Trait_144","Trait_145","Trait_146","Trait_147","Trait_148","Trait_149","Trait_150","Trait_151","Trait_152","Trait_153","Trait_154","Trait_155","Trait_156","Trait_157","Trait_158","Trait_159","Trait_160","Trait_161","Trait_162","Trait_163","Trait_164","Trait_167","Trait_168","Trait_169","Trait_170","Trait_171","Trait_175"
146533,125.5651,121.3874,117.913,113.9937,37,1760,112.27,97.87,121.88,3.13,9.38,9.38,3.13,3.13,35625,4375,10625,625,4375,0.043165624,0.16914083,16,57,119,1,3,0.95,0.9917,10,108.26,117.39,16,94.48,82.3,94.6,106.91,1.03,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,50,0,50,4,58,0,50,4,52,0,50,1,50,0,50,7,3,7,47,1,34,11,19,41,2,50,2,50,3,61,2,51,4,52,2,1,50,0,0,52.6,20,16,1.84,40,1690,8,8,8,8,8,37.9,51.4,53.7,49.3,49.8,34.2,52.3,46.3,54.4,50,55.1,45.4,49.6,46.1,49.9,32,31,32,15,28,7
146634,104.8052,89.9347,125.2963,126.029,31,1364.75,118.57,106.31,46.88,21.88,21.88,9.38,3.13,3.13,625,20625,625,625,625,0.0443375,0.07812521,85,47,117,3,13,0.7833,0.975,11,98.44,108.06,12,101.27,89.53,101.21,114.15,1.44,0,1,0,1,1,0,0,0,0,0,0,1,0,2,3,50,0,50,0,50,0,50,1,50,0,50,0,50,1,50,3,0,3,39,1,34,4,8,32,2,50,3,50,0,50,1,50,0,50,0,0,50,1,0,38.6,20,12,1.76,32,1630,8,6,8,4,6,42.8,49.8,43.4,32.9,40.1,34.2,38.5,44.3,57.1,50.3,57.6,61.3,51.6,47.9,53,39,25,42,13,39,3
146735,100.4734,81.9696,110.0955,95.66682,37,1255,104.06,91.83,103.13,40.63,15.63,3.13,3.13,3.13,625,4375,625,1875,4375,0.04668125,0.07994813,28,58,113,7,2,0.9667,0.9417,8,93.3,100.43,12,101.27,91.81,101.13,111.79,1.58,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,53,5,62,3,54,1,50,2,50,3,51,1,51,0,50,12,1,15,55,4,43,15,34,48,2,50,7,58,2,55,5,61,5,52,3,0,50,0,0,48.7,20,12,1.92,29,1230,5,4,8,6,6,40.3,47.4,43.4,51.4,50.5,42.9,42.4,49.2,45.5,42.4,47.2,40.8,51,43.5,35.9,27,25,40,16,24,11
146836,110.6315,98.00652,112.0827,106.2438,32,2660,102.91,83.82,146.88,96.88,121.88,21.88,9.38,3.13,39375,39375,34375,9375,3125,0.16204584,0.4703127,11,55,117,3,5,0.9167,0.975,7,89.14,100.43,16,113.5,103.23,76.43,89.32,1.2,3,1,2,5,0,2,0,1,0,0,1,1,0,3,5,52,2,51,2,52,4,59,9,58,2,50,6,59,2,51,10,5,9,50,10,52,23,42,52,2,50,4,52,1,52,3,54,8,59,2,6,57,1,0,52.2,20,12,1.84,38,2525,7,8,8,7,8,47.8,59.5,61.2,56,70.8,55,50.2,52.4,51.2,42.4,44.4,46.1,48.6,46.1,58.4,30,29,31,19,31,4
146937,115.7193,105.284,126.4283,121.3602,38,1182.5,112.27,104.04,146.88,190.63,140.63,96.88,90.63,46.88,39375,39375,29375,31875,19375,0.46712396,0.7437502,10,55,115,5,5,0.9167,0.9583,10,102.63,108.06,17,100.27,90.56,105.13,115.9,1.09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,50,1,50,5,62,2,50,1,50,2,52,4,57,8,3,1,32,7,48,15,23,43,1,50,0,50,1,51,0,50,2,50,1,1,50,0,0,52.2,20,12,1.8,35,1710,8,8,8,4,7,48.7,48.9,50.8,43.7,66.8,46.1,47.8,49.1,53.1,48.1,50.2,58.1,37.6,42.4,41.5,33,28,40,16,38,3
147030,122.98,118.19,118.77,115.26,34,1545,98.33,77.6,178.13,128.13,103.13,46.88,78.13,40.63,39375,39375,35625,35625,19375,0.35423332,0.8078127,14,59,115,5,1,0.9833,0.9583,7,94.33,104.06,13,119.02,108.31,98.98,111.65,1.4,0,5,1,1,0,0,0,0,0,0,0,1,0,1,5,52,0,50,3,55,3,55,12,61,7,57,6,59,4,56,11,8,8,48,17,58,26,51,55,6,57,3,51,1,52,0,50,13,65,6,6,57,1,0,56,20,16,1.8,34,2016,8,7,8,3,8,50.9,36.6,43.4,51.4,62.4,34.2,37.4,68.4,74.6,71.6,71.6,66.5,37.6,39.6,35.9,32,31,35,12,46,10
147636,121.5863,116.2613,109.5721,101.6183,33,2277.5,104.06,85.5,153.13,96.88,3.13,21.88,21.88,3.13,35625,35625,19375,9375,1875,0.11061354,0.37148458,17,56,111,9,4,0.9333,0.925,8,98.44,108.06,12,105.15,94.13,112.7,128.32,1.06,1,1,0,1,1,0,0,0,0,0,0,1,1,4,4,50,1,50,1,50,1,50,11,60,7,55,3,56,5,61,9,5,6,43,15,58,21,42,51,5,53,4,51,1,51,2,51,9,59,3,5,56,0,1,47.1,20,16,1.92,37,2130,8,6,8,8,7,60.7,47.1,43.4,53.7,51.8,48.2,57.8,45.9,68.2,50,46.2,36.4,57.8,52.7,55.2,35,29,27,21,18,5
147737,107.9434,92.05086,130.6681,127.4767,37,1512.5,114.52,107.94,190.63,71.88,46.88,46.88,46.88,46.88,39375,31875,30625,24375,21875,0.2611344,0.6765627,30,58,119,1,2,0.9667,0.9917,9,107.32,112.89,13,109.98,102.32,105.98,117.17,1.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21,72,9,70,7,62,2,51,7,56,14,66,0,50,1,50,16,7,37,74,15,58,25,77,62,15,72,7,58,4,60,10,77,8,57,6,5,56,1,0,59.1,20,12,1.8,37,1900,8,6,8,7,8,48.5,65.1,56.2,56.5,60.3,60.5,64,37.9,47,46,40.3,26.1,71.7,63,64.5,29,25,39,38,25,5
148032,125.26,118.92,122.88,114.75,32,1616,110.59,101.15,121.88,96.88,3.13,3.13,3.13,3.13,29375,29375,19375,9375,625,0.05449375,0.3369794,20,49,101,19,11,0.8167,0.8417,12,122.75,126.18,16,131.56,120.18,101.84,112.52,1.47,0,5,1,1,0,2,1,1,0,0,0,1,0,1,1,50,0,50,0,50,1,50,0,50,2,50,1,51,1,50,2,1,1,32,4,43,3,8,32,0,50,3,50,0,50,0,50,1,50,1,0,50,0,0,59,20,12,1.76,39,1583,7,8,8,8,8,37.4,36.6,43.4,46,46.5,39.6,29.2,65.8,60.1,65,57.2,50.9,37.6,41.7,35.9,41,40,45,5,35,2
148133,135.7199,130.2849,123.2349,121.2009,34,1407.5,111.11,96.12,103.13,46.88,71.88,40.63,40.63,3.13,16875,9375,9375,11875,18125,0.1863948,0.34140646,9,59,117,3,1,0.9833,0.975,8,103.57,112.89,17,112.21,101.52,99.86,112.52,1.32,1,5,2,1,0,0,0,0,0,0,0,0,0,0,13,62,3,55,4,56,1,50,11,60,6,54,0,50,1,50,10,4,20,60,7,48,22,49,53,8,60,5,52,3,58,5,61,8,57,2,1,50,0,0,47.8,20,12,1.8,34,1715,7,7,8,8,4,55,63.6,51.2,55.8,59.4,55,56,33.9,47.8,50,55,44.6,63.8,49.3,59.7,31,29,26,34,22,5
148234,136.01,130.33,127.37,127.95,36,1217.5,116.08,103.5,96.88,53.13,96.88,46.88,46.88,21.88,20625,19375,1875,9375,4375,0.24316563,0.23164083,23,56,109,11,4,0.9333,0.9083,6,108.26,117.39,16,132.66,117.91,101.15,114.06,1.42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,59,2,51,2,51,0,50,8,57,4,52,1,51,3,54,7,2,15,55,8,50,15,38,49,6,56,5,52,1,51,4,57,5,52,1,3,52,0,0,38.6,20,16,1.76,39,1630,8,8,8,7,8,44.7,65.7,43.4,58.3,62.5,58.9,61.8,55.3,40.1,38.9,50.2,45.2,65.2,54,67.7,28,35,34,22,26,4
148335,130.74,124.9,126.33,121.21,37,1365.75,116.82,110.93,146.88,96.88,96.88,90.63,78.13,15.63,39375,39375,29375,39375,34375,0.35110834,0.9031252,45,58,119,1,2,0.9667,0.9917,6,88.33,96.99,16,102.6,93.28,102.38,113.1,1.91,1,1,0,1,0,0,0,0,0,0,0,1,0,2,6,52,0,50,2,51,3,55,7,56,5,53,5,60,3,54,7,4,8,46,13,56,17,38,49,3,51,6,55,1,51,0,50,5,52,3,7,61,2,1,38.6,20,20,1.84,37,1372,7,8,8,6,8,55.8,51.1,55.8,52.9,59.7,43.3,46.1,48,51.7,71.6,52.7,66.5,49.3,46.6,35.9,29,35,29,20,33,7
148436,108.0736,92.35883,110.3152,96.22433,37,1487.5,91.62,73.5,196.88,196.88,184.38,184.38,96.88,90.63,39375,39375,34375,34375,29375,0.65631664,0.8531252,16,60,114,6,0,1,0.95,6,102.63,108.06,17,98.59,88.79,92.27,102.98,1.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,50,2,51,1,51,2,52,4,52,5,53,3,54,5,60,6,4,6,45,13,55,12,31,48,1,50,0,50,1,52,2,51,6,55,4,3,51,1,0,38.6,20,12,1.92,37,1880,6,7,8,8,8,43.3,54.9,60.6,42.9,46.4,42.3,43.6,57.4,57.1,56.1,50.2,54.3,53.7,52.7,54.1,33,26,37,11,35,1
148840,113.27,102.97,113.87,108.59,37,1490,113.2,99.39,103.13,34.38,3.13,9.38,9.38,3.13,30625,19375,19375,9375,9375,0.054623958,0.36184916,17,60,115,5,0,1,0.9583,6,98.44,108.06,16,126.74,114.42,111.17,126.13,1.54,2,1,0,5,0,0,0,0,0,0,0,1,0,1,9,56,2,51,6,60,5,62,9,58,7,55,3,56,4,57,15,9,17,57,14,57,29,60,57,7,58,6,55,4,60,3,53,10,61,7,2,51,1,0,50.1,20,12,1.76,39,1680,8,8,8,7,8,49,64.9,43.4,56,69.7,51.3,53.8,41.5,52.6,46.8,50.2,40,59.7,46.1,48.5,29,24,34,21,30,6
148941,119.141,112.6219,114.9241,110.1767,34,1967.5,117.2,104.97,178.13,96.88,96.88,40.63,40.63,21.88,39375,35625,29375,29375,10625,0.24785313,0.65546894,7,59,119,1,1,0.9833,0.9917,11,85.26,96.99,16,116.43,106.46,108.39,122.28,1.47,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,1,50,6,62,1,50,5,54,2,50,1,50,1,50,8,3,8,48,4,44,14,26,45,4,52,2,50,3,61,1,50,7,57,4,2,50,0,0,59.1,20,12,1.8,34,1789.5,6,7,8,6,7,49,49,49.8,52.1,56.7,38.9,43.7,51,64.5,68.1,59.7,58.6,37.6,55.3,47.6,38,30,37,6,34,7
149236,134.9019,129.9323,137.4778,145.006,39,1040,154.69,144.35,196.88,196.88,190.63,196.88,190.63,178.13,38125,38125,35625,35625,31875,0.94616044,0.88059914,17,60,118,2,0,1,0.9833,9,108.26,117.39,16,128.76,115.75,111.2,126.21,1.58,1,1,0,1,0,2,0,2,0,0,1,1,0,1,10,58,2,51,1,50,1,50,10,59,3,51,4,58,1,50,10,7,13,53,8,50,21,42,51,7,58,4,51,0,50,3,53,9,59,3,2,51,0,0,45.9,20,12,1.8,37,1320,7,8,8,8,6,49.9,54.3,43.4,57.7,55.9,54.3,52.1,43.6,52.7,40.8,40.2,46.2,51.6,38.5,51.8,37,36,25,16,32,3
149337,118.4,109.66,116.69,106.47,36,1217,115.84,109.74,178.13,153.13,96.88,46.88,46.88,21.88,39375,35625,19375,19375,9375,0.27793124,0.51015645,26,60,120,0,0,1,1,8,107.32,112.89,16,111.68,104.36,104.01,114.71,1.5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,4,51,1,50,2,52,2,52,9,58,2,50,0,50,3,53,4,2,7,47,5,46,15,27,46,4,52,3,51,1,52,1,50,3,51,0,1,50,0,0,38.6,20,16,1.76,35,1700,7,6,8,8,6,45.6,48,49.8,44,40.1,48.1,42.1,43.2,60.1,53.6,50.2,43.8,47.4,63.8,40.7,41,22,36,9,30,2
149539,135.81,130.3,125.62,125.37,37,1247.75,129.73,121.5,190.63,140.63,159.38,90.63,96.88,46.88,39375,39375,34375,35625,35625,0.4784521,0.9031252,12,60,117,3,0,1,0.975,9,108.26,117.39,16,137.11,120.57,121.22,142.75,1.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,56,4,57,2,52,3,55,8,57,3,51,2,51,5,60,8,2,14,57,10,52,19,43,52,4,52,4,52,2,57,5,60,9,60,6,1,50,1,0,54.4,20,10,1.88,38,1536.5,8,8,7,8,7,48.1,55,43.4,55.8,62.4,43.5,49.1,56.9,64.5,51.7,46.2,50.9,47.4,42.2,51.5,34,42,33,16,27,6
149741,111.94,100.54,101.57,85.43,26,2090,108.54,92.21,178.13,71.88,128.13,65.63,46.88,34.38,29375,23125,23125,26875,8125,0.3132177,0.52981794,16,59,112,8,1,0.9833,0.9333,7,89.14,100.43,12,112.75,102.18,101.27,114.2,1.16,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,50,2,51,3,55,0,50,6,55,1,50,2,51,3,53,6,2,6,45,6,47,12,24,44,1,50,0,50,3,61,4,57,5,53,1,2,50,1,0,38.6,20,20,1.8,36,2350,7,6,8,7,8,37.2,47.1,43.4,41.1,44.8,38.9,43.9,49,62.6,56.5,52.1,49.9,47.4,44,35.9,29,26,38,9,29,4
149842,124.6814,118.3431,110.8928,97.49862,37,1647.5,107.8,96.97,196.88,96.88,96.88,46.88,46.88,28.13,39375,38125,35625,35625,34375,0.2755875,0.89765644,16,59,115,5,1,0.9833,0.9583,7,102.63,108.06,12,116.57,109.7,84.94,96.14,1.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,62,3,55,2,51,2,51,8,57,1,50,0,50,2,51,10,2,18,58,3,41,20,41,51,6,56,6,55,2,55,6,63,5,52,1,1,50,0,1,52.6,20,16,1.8,34,2410,6,7,8,5,8,44.2,55.5,49.8,50.8,46.4,49.4,46.3,53.9,65.8,52.2,56,41.1,53.8,51.6,51.5,30,26,34,19,24,1
150019,112.7323,101.909,107.1996,96.81723,37,1805,111.11,96.12,171.88,59.38,96.88,46.88,96.88,121.88,34375,14375,39375,19375,39375,0.46803543,0.7191408,20,59,114,6,1,0.9833,0.95,11,89.14,100.43,16,112.31,101.7,100.97,113.7,1.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,52,4,57,1,51,0,50,5,54,7,57,2,51,4,56,7,4,10,51,13,55,12,35,49,2,50,3,51,1,52,3,54,4,52,3,6,57,0,0,43.8,20,12,1.8,38,1565,7,7,8,8,8,31.6,56.9,55,42.3,50.5,34.2,47,50.9,62.8,55.7,52.7,62,43.1,48.4,46.2,32,27,41,13,32,8
150524,120.5,114.45,107.18,96.78,35,1368,115.84,103.15,146.88,46.88,21.88,21.88,21.88,21.88,29375,19375,9375,9375,9375,0.1334,0.31041688,86,60,114,6,0,1,0.95,8,89.14,100.43,16,111.04,100.47,115.72,132.17,1.35,1,5,1,1,0,1,0,0,0,0,1,1,0,3,18,68,5,62,6,60,3,55,13,63,13,65,5,60,1,50,12,8,29,67,19,62,28,76,62,11,65,9,64,3,58,7,67,10,61,5,8,62,0,0,38.6,20,12,1.84,35,1495,6,8,8,8,5,54.3,68.9,62.6,63.3,40.1,57.8,71.1,50.2,33.8,32.7,42,41.7,56.2,49.1,52.6,22,16,26,26,20,8
150625,115.84,107.67,114.65,109.7,38,1693,100.57,81.06,146.88,96.88,140.63,96.88,46.88,21.88,39375,31875,29375,34375,30625,0.3378271,0.8125002,22,59,116,4,1,0.9833,0.9667,9,98.44,108.06,17,104.54,93.15,102.12,115.24,1.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,50,1,50,0,50,0,50,8,57,2,50,3,54,6,63,8,3,3,38,11,53,16,30,47,1,50,3,51,0,50,2,51,10,61,5,2,50,0,0,38.6,20,16,1.84,36,2084,8,7,8,7,6,46.3,44.8,43.4,49.3,53.7,39,45.8,52.6,68.2,57.5,52.7,66.5,37.6,45.3,35.9,36,23,34,11,35,3
150726,130.84,126.94,115.33,110.74,33,1680.25,127.14,118.45,146.88,96.88,21.88,21.88,9.38,9.38,34375,30625,9375,6875,1875,0.10735834,0.28072938,15,59,117,3,1,0.9833,0.975,10,108.26,117.39,16,120.9,110.06,88.34,100.3,1.2,0,1,0,1,1,4,5,2,1,0,5,1,0,4,5,52,5,60,2,52,4,59,8,57,5,53,8,64,2,51,7,5,12,54,15,57,19,46,53,7,59,2,50,1,52,2,51,5,53,4,5,54,0,0,52.6,20,16,1.8,37,1570,7,8,8,6,8,49.8,51.5,43.4,53.7,59.6,54.3,54.3,44.4,54.4,48.5,50.2,49.3,58.1,53.8,52.4,36,45,22,30,28,8
150928,112.8431,102.3029,122.6043,119.9597,34,1415,118.67,106.9,178.13,46.88,40.63,9.38,21.88,9.38,20625,18125,5625,9375,1875,0.121551044,0.22356792,21,60,115,5,0,1,0.9583,6,108.26,117.39,17,113.32,102.97,98.98,111.65,0.97,3,1,0,5,0,1,0,0,0,0,1,1,0,1,9,58,3,54,1,51,6,65,8,57,4,52,0,50,5,60,17,5,13,55,9,50,31,53,55,2,50,8,63,0,50,4,57,9,60,4,2,50,1,0,38.6,20,20,1.8,35,1360,7,6,8,8,6,55,49.7,62.7,57.7,50.5,51.2,59.3,58.3,51.1,49.9,50.2,58.5,49.6,55,54.1,32,36,33,20,38,4
151021,105.5984,88.69249,109.2954,93.96638,37,1850,122.72,119.1,196.88,134.38,153.13,96.88,46.88,21.88,34375,35625,29375,30625,16875,0.361525,0.6997398,22,56,114,6,4,0.9333,0.95,8,93.3,100.43,12,107.92,99.98,108.74,120.15,1.68,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50,0,50,0,50,0,50,2,50,0,50,0,50,0,50,3,0,1,31,0,30,5,6,30,0,50,2,50,0,50,0,50,2,50,0,0,50,0,0,38.6,20,10,1.84,36,2210,6,7,8,8,7,37.1,48.9,43.4,43.3,40.1,39.6,37,62.4,57.1,57.8,50.2,54.3,44.9,44.3,46.6,32,21,38,11,30,2
151223,105.41,90.26,104.9,91.99,38,1693,106.8,89.55,159.38,103.13,109.38,46.88,46.88,46.88,39375,39375,29375,29375,35625,0.30280104,0.8234377,19,59,118,2,1,0.9833,0.9833,9,70.1,86.4,16,106.83,95.98,92.28,104.76,1.8,2,5,2,1,0,0,0,0,0,0,0,1,0,3,17,66,6,65,7,62,2,51,12,61,8,58,4,58,3,54,14,7,30,68,15,58,28,73,61,14,70,11,70,4,60,4,57,10,61,4,4,54,1,0,63.1,20,12,1.76,38,1684,7,8,8,8,7,61.1,62.6,43.4,64.9,62.8,55,79.6,41.2,44.8,39.7,53.9,42.5,59.3,56.6,57.9,25,18,30,33,28,13
151324,108.0222,94.41315,106.8057,96.08372,34,1430,124.27,114.51,128.13,40.63,59.38,28.13,103.13,109.38,26875,20625,23125,5625,3125,0.41048333,0.30013043,26,54,110,10,6,0.9,0.9167,7,108.26,117.39,13,125.71,113.48,95.94,108.39,1.23,2,5,2,1,1,0,0,0,0,0,0,0,0,0,14,64,7,66,7,64,6,65,12,61,18,70,10,67,2,51,19,12,28,66,30,69,37,95,66,8,61,7,61,5,66,6,64,17,70,12,13,70,2,0,54.7,20,20,1.92,37,1480,8,8,7,8,6,49.8,67.8,69.6,56,62.8,45,63.5,47,49.2,44.2,61.2,44.3,57.3,57.3,55.9,21,35,31,27,31,10
151425,124.5489,119.7719,114.8708,110.1132,35,1557.5,122.72,112.44,103.13,40.63,59.38,71.88,40.63,21.88,18125,10625,10625,10625,9375,0.2318375,0.27369812,14,60,118,2,0,1,0.9833,11,98.44,108.06,17,106.29,95.33,95.22,107.44,1.41,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10,58,1,50,3,54,3,55,4,50,9,60,0,50,3,54,11,4,14,54,12,55,18,44,52,4,52,5,52,2,55,5,61,6,53,4,5,56,1,0,38.6,20,12,1.92,38,1590,6,8,8,8,8,49.5,64.4,43.4,49,51.8,46.1,51.8,46.3,56.6,60.8,57.1,55.4,43.1,44.8,49.5,34,21,41,18,34,2
151526,116.87,109.13,118.48,114.79,37,1751.25,114.79,101.58,121.88,90.63,46.88,21.88,46.88,46.88,28125,19375,19375,19375,9375,0.23040521,0.43828145,14,52,107,13,8,0.8667,0.8917,7,108.26,117.39,13,112.45,101.83,95.5,107.82,1.4,1,1,0,1,1,0,0,0,0,0,0,1,0,2,18,69,9,70,13,76,3,55,12,61,16,68,7,61,5,60,21,9,40,75,28,67,36,104,68,13,70,10,69,7,69,9,73,12,64,7,12,68,2,0,60.3,20,12,1.76,35,1872,7,8,8,8,4,67.2,73.6,53.7,71.3,67,69.5,61.1,51.4,33.3,37.9,33.2,29.1,68.2,54.1,66,27,32,34,29,30,9
151627,124,117.61,119.43,110.26,40,1146.75,117.38,111.87,196.88,96.88,96.88,15.63,21.88,21.88,39375,39375,34375,29375,29375,0.192775,0.8093752,29,60,117,3,0,1,0.975,8,117.24,121.89,12,121.64,113.84,105.53,116.38,1.56,0,1,0,1,0,1,0,0,0,0,0,1,0,2,4,50,0,50,0,50,1,50,5,51,1,50,0,50,2,51,6,2,4,40,3,41,12,19,40,2,50,4,51,0,50,2,51,2,50,0,1,50,0,0,38.6,20,12,1.76,37,1513,7,6,8,8,8,40.2,51.2,52.2,39.4,40.1,34.2,39,65.8,70.1,61.3,67.8,66.5,47.7,41.8,40.7,32,26,44,16,33,5
151728,125.26,118.92,125.79,120.24,39,1100.25,113.47,106.18,196.88,196.88,190.63,96.88,46.88,103.13,36875,35625,9375,9375,9375,0.50084794,0.3670575,8,58,117,3,2,0.9667,0.975,9,122.75,126.18,16,122.53,114.78,108.01,119.44,1.49,0,1,0,1,0,0,0,0,0,0,0,1,0,1,9,58,2,51,1,51,1,50,8,57,5,53,1,50,1,50,10,4,12,54,7,48,19,38,50,9,63,3,51,0,50,4,57,5,53,2,2,50,1,0,54.3,20,10,1.84,37,1510,6,8,8,8,7,51.7,63.5,43.4,56,48.9,49.3,55.9,52.6,49.8,42.5,44.4,49.8,47.4,44,44.7,30,27,31,28,27,4
151829,121.5629,114.5593,111.1107,98.15877,33,1460,125.64,122.43,196.88,96.88,96.88,21.88,21.88,9.38,38125,39375,29375,19375,9375,0.1834,0.5704429,20,59,118,2,1,0.9833,0.9833,10,112.66,117.39,16,115.12,108.23,109.4,121.08,1.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,59,2,51,7,62,2,51,7,56,4,52,0,50,3,54,11,5,20,60,7,48,20,47,53,7,58,9,64,5,62,5,61,4,51,1,2,51,0,0,56,20,16,1.8,37,1640,8,7,8,6,8,50.3,51.3,43.4,55.1,59.9,51,43,47.4,50.9,65.6,42,48.7,47.9,47.8,46.3,38,16,39,17,20,5
151930,126.5796,120.4796,129.4895,126.4966,37,1475,122.72,119.1,196.88,146.88,146.88,46.88,96.88,46.88,36875,34375,19375,34375,14375,0.42923334,0.6658856,14,59,119,1,1,0.9833,0.9917,12,112.66,117.39,17,114.8,107.82,106.61,117.73,1.27,1,1,0,1,0,0,1,0,0,0,0,1,0,2,7,54,1,50,5,60,2,52,3,51,6,54,0,50,2,51,11,4,13,55,8,49,16,37,50,4,52,6,58,3,61,3,54,5,53,3,3,51,0,0,52.6,20,12,1.8,38,1585,8,8,8,7,7,59,49.7,56.2,53.7,61.5,48.2,52,47.4,47.8,44.5,46.5,51.7,52,43.9,41.8,31,29,45,20,26,8
152225,133.721,127.2749,145.2734,145.8231,36,1657.5,124.27,120.69,159.38,171.88,90.63,40.63,21.88,3.13,34375,38125,29375,35625,25625,0.20215,0.8059898,21,60,120,0,0,1,1,9,140.86,144.5,17,116.43,109.61,98.84,109.35,1.15,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,50,1,50,0,50,0,50,2,50,2,50,1,50,0,50,4,0,1,31,3,41,6,10,35,1,50,0,50,0,50,1,50,2,50,1,1,50,1,0,52.2,20,12,1.8,39,1790,8,8,8,8,7,48.4,36.6,52.2,46,56.9,43,35.8,65.8,67.8,56.1,48.4,49.8,43.6,50.1,35.9,32,23,38,1,25,4
152427,125.7007,119.6161,124.7792,118.5645,40,1649.75,138.72,136.87,171.88,28.13,21.88,21.88,9.38,3.13,39375,30625,6875,14375,1875,0.08743646,0.34140646,21,59,116,4,1,0.9833,0.9667,12,127.41,130.38,16,108.18,100.34,105.55,116.44,1.54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,68,5,62,4,56,7,68,11,60,8,58,2,52,3,54,15,10,27,65,13,56,33,73,61,9,62,9,64,2,55,7,67,7,55,3,2,51,0,1,50.1,20,12,1.8,38,1774.5,8,8,8,8,6,50.9,51.6,44.1,63,60.8,50.8,45.3,40.6,60.1,52.2,46.5,39.2,57.8,44.3,46.3,33,28,31,27,20,2
152831,132.7345,126.5155,132.3688,130.168,35,1532.5,93.82,76.48,190.63,96.88,146.88,96.88,46.88,46.88,39375,35625,39375,39375,35625,0.37936354,0.9492189,18,59,118,2,1,0.9833,0.9833,12,97.6,104.06,16,106.89,98.84,108.47,119.89,1.31,3,1,1,5,0,2,0,2,1,0,0,1,0,2,16,67,9,70,3,55,4,59,18,69,7,57,9,65,2,51,21,12,28,66,18,59,43,89,64,13,70,7,61,1,52,6,64,15,68,5,12,68,0,0,52.2,20,12,1.8,34,1945,7,5,8,8,6,57.1,61.8,43.4,59.8,45.3,62.2,59.4,59.6,44.4,39.7,33.2,39.2,63.8,53.5,54.1,23,36,25,26,18,10
152932,114.56,105.21,109.77,102.08,35,1396.25,106.43,88.99,121.88,40.63,21.88,34.38,21.88,21.88,24375,19375,19375,19375,20625,0.14082187,0.50612,59,56,111,9,4,0.9333,0.925,9,98.44,108.06,12,121.55,110.63,109.61,123.95,1.53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,63,2,51,8,65,3,55,10,59,4,52,2,52,5,61,17,5,24,63,11,54,30,65,59,9,62,9,64,5,62,5,61,10,61,5,4,54,0,0,38.6,20,20,1.76,35,1607,6,7,8,8,6,48.4,59.3,49.8,58.3,54.4,47.9,55.1,40.4,60.1,46.5,44.4,48.8,59.7,60.9,55.5,27,24,36,26,32,4
